label,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21
0.582992998833,0.00395,3.271e-05,0.00218,0.00234,0.00653,0.019,0.167,0.01029,0.01051,0.01442,0.03087,0.017749,18.486,0.4065,0.61474,0.17986
0.504459076513,0.00436,2.751e-05,0.00216,0.00224,0.00648,0.05149,0.449,0.02613,0.03088,0.0451,0.0784,0.017945,23.409,0.47271,0.64498,0.18607
0.148128854809,0.00543,4.006e-05,0.00297,0.00299,0.00892,0.09158,0.801,0.05055,0.06094,0.06554,0.15164,0.058784,14.354,0.63249,0.74235,0.19805
0.752687947991,0.00662,5.419e-05,0.00276,0.00321,0.00828,0.04502,0.46,0.02332,0.02842,0.04012,0.06997,0.032905,18.908,0.5285,0.65903,0.23887
0.681280213369,0.00339,3.146e-05,0.00097,0.00175,0.00291,0.04294,0.404,0.02092,0.02464,0.04355,0.06276,0.015633,22.315,0.64445,0.61138,0.14247
0.622395399233,0.00335,1.731e-05,0.00151,0.00159,0.00454,0.01924,0.175,0.00977,0.01083,0.01701,0.02931,0.005492,25.086,0.42962,0.54587,0.17409
0.236747791299,0.0084,6.591e-05,0.0048,0.00456,0.01439,0.03326,0.288,0.01838,0.0188,0.02271,0.05513,0.021676,20.833,0.46495,0.78194,0.25773
0.00204617436239,0.00357,2.081e-05,0.00162,0.00168,0.00486,0.02661,0.242,0.01272,0.01457,0.01925,0.03817,0.009458,25.025,0.399,0.66108,0.14228
0.403088014669,0.00596,4.033e-05,0.00307,0.00361,0.00921,0.04681,0.518,0.0199,0.02642,0.04006,0.05971,0.039341,18.99,0.61447,0.59885,0.26218
0.9752042007,0.00431,3.064e-05,0.0019,0.00242,0.00571,0.02924,0.287,0.01294,0.01821,0.02721,0.03881,0.00912,23.285,0.44121,0.74627,0.19897
0.412047841307,0.00377,2.143e-05,0.00203,0.00208,0.00608,0.01807,0.163,0.00966,0.01015,0.01292,0.02897,0.01073,24.57,0.45797,0.69792,0.10017
0.178342223704,0.00439,2.482e-05,0.0023,0.00208,0.00689,0.02065,0.186,0.01024,0.01067,0.01655,0.03073,0.013513,23.198,0.52214,0.71792,0.15957
0.286860310052,0.00269,1.43e-05,0.00122,0.00137,0.00366,0.01955,0.176,0.01016,0.01121,0.01267,0.03047,0.006243,24.703,0.39552,0.68005,0.14989
0.367082013669,0.00636,6.414e-05,0.00242,0.00381,0.00727,0.02596,0.241,0.01199,0.01722,0.02449,0.03597,0.025078,21.853,0.62154,0.56978,0.24361
0.811739456576,0.00729,3.708e-05,0.00291,0.00313,0.00873,0.04502,0.451,0.02139,0.02308,0.04426,0.06418,0.033072,17.459,0.63187,0.62699,0.34482
0.40044174029,0.00551,4.505e-05,0.00274,0.00304,0.00821,0.05044,0.441,0.0271,0.03117,0.03668,0.0813,0.034683,20.092,0.68236,0.63536,0.26047
0.47639189865,0.00189,8.23e-06,0.00098,0.00095,0.00293,0.01607,0.14,0.00852,0.00962,0.01192,0.02556,0.004419,28.57,0.47316,0.58558,0.052138
0.75431321887,0.00213,9.38e-06,0.00106,0.00102,0.00317,0.01193,0.118,0.00556,0.00643,0.0092,0.01668,0.006724,26.496,0.42785,0.53916,0.071849
0.826679446574,0.00292,3.013e-05,0.00136,0.00154,0.00408,0.02045,0.178,0.00968,0.01195,0.01768,0.02904,0.009336,22.242,0.55626,0.60727,0.14607
0.237185364227,0.005,4.948e-05,0.00218,0.00283,0.00653,0.03458,0.306,0.01712,0.02119,0.02691,0.05136,0.044504,15.524,0.71841,0.71272,0.23782
0.653588098016,0.00427,1.958e-05,0.00107,0.00104,0.00322,0.01405,0.146,0.00665,0.00743,0.0108,0.01996,0.014511,25.286,0.41819,0.58018,0.25404
0.405838473079,0.01119,8.473e-05,0.00599,0.00741,0.01798,0.06842,0.602,0.03761,0.04551,0.05673,0.11284,0.13191,15.25,0.64088,0.69182,0.39892
0.372020336723,0.02445,0.00012698,0.01495,0.01467,0.04484,0.08585,0.787,0.04687,0.05583,0.05769,0.14062,0.25034,10.92,0.61033,0.63279,0.40162
0.997416236039,0.00431,2.539e-05,0.00168,0.00217,0.00504,0.02112,0.212,0.00905,0.01115,0.01938,0.02716,0.008596,22.348,0.44179,0.71433,0.24706
0.54252792132,0.00555,3.527e-05,0.00241,0.00273,0.00722,0.03529,0.353,0.01636,0.02078,0.03418,0.04907,0.035404,24.913,0.49459,0.61287,0.17533
0.540110851809,0.00914,9.11e-05,0.00479,0.00444,0.01438,0.03524,0.309,0.01656,0.01826,0.03347,0.04969,0.049628,16.267,0.69867,0.69256,0.35247
0.724120686781,0.00504,3.876e-05,0.00216,0.00231,0.00648,0.02542,0.261,0.01176,0.01561,0.02033,0.03529,0.036471,21.273,0.71433,0.59594,0.33664
0.460535089182,0.00546,5.091e-05,0.00273,0.00281,0.0082,0.03016,0.259,0.0157,0.01871,0.0234,0.04709,0.018401,21.491,0.60605,0.72467,0.22683
0.203825637606,0.0069,7.09e-05,0.00376,0.00373,0.01128,0.0355,0.342,0.01639,0.02119,0.03332,0.04916,0.049032,14.987,0.61151,0.76126,0.28512
0.681280213369,0.00569,5.741e-05,0.00247,0.00364,0.00742,0.01899,0.179,0.00788,0.01075,0.01691,0.02363,0.026937,22.914,0.60703,0.66547,0.21658
0.360935155859,0.00911,4.402e-05,0.00542,0.00494,0.01625,0.0343,0.345,0.01746,0.01949,0.02148,0.05237,0.058706,23.218,0.5529,0.62816,0.22528
0.451096016003,0.00644,4.285e-05,0.00193,0.00236,0.0058,0.0262,0.262,0.01094,0.01455,0.02572,0.03283,0.038068,20.304,0.70751,0.60858,0.27152
0.635210035006,0.00616,5.907e-05,0.0028,0.00307,0.00841,0.02799,0.362,0.01457,0.01621,0.02181,0.04371,0.030115,19.654,0.60139,0.61335,0.2182
0.547445407568,0.00546,5.047e-05,0.00245,0.00295,0.00735,0.0159,0.146,0.00721,0.00858,0.01437,0.02162,0.012694,23.631,0.68341,0.70322,0.2363
0.319824137356,0.00499,6.037e-05,0.00164,0.00248,0.00491,0.03539,0.326,0.01786,0.02369,0.03124,0.05359,0.036949,19.372,0.70799,0.6208,0.21023
0.428738123021,0.00297,2.253e-05,0.00121,0.00175,0.00362,0.01934,0.175,0.00902,0.0113,0.02082,0.02705,0.021988,22.81,0.56536,0.58373,0.16085
0.696199366561,0.00423,2.297e-05,0.00159,0.0018,0.00478,0.01438,0.162,0.00623,0.00658,0.01093,0.01868,0.041199,24.186,0.48465,0.5738,0.18222
0.412256209368,0.01438,0.00010163,0.00832,0.00838,0.02496,0.04131,0.367,0.022,0.0249,0.03313,0.06599,0.094348,15.451,0.5899,0.68289,0.39901
0.382792965494,0.00597,4.487e-05,0.00295,0.00343,0.00885,0.02384,0.3,0.01318,0.01382,0.02114,0.03953,0.01947,22.035,0.55035,0.68394,0.23011
0.15254625771,0.00375,2.835e-05,0.00201,0.00209,0.00603,0.03091,0.269,0.01684,0.01845,0.02269,0.05052,0.011958,20.456,0.44009,0.73302,0.18964
0.187989664944,0.00432,4.303e-05,0.00208,0.00256,0.00623,0.04713,0.411,0.0258,0.0303,0.03335,0.07739,0.028811,19.443,0.53412,0.75554,0.21084
0.250041673612,0.00426,3.844e-05,0.00144,0.00195,0.00431,0.03049,0.293,0.0162,0.01866,0.02338,0.0486,0.016055,24.166,0.49617,0.63673,0.24653
0.413923153859,0.00705,3.617e-05,0.00379,0.00413,0.01138,0.02774,0.249,0.01578,0.01601,0.01904,0.04735,0.01849,19.391,0.39717,0.66342,0.26114
0.20434655776,0.00453,3.271e-05,0.00205,0.00251,0.00616,0.02096,0.223,0.00979,0.01222,0.01787,0.02937,0.009647,24.294,0.47962,0.72407,0.19306
0.551862810468,0.00797,6.536e-05,0.004,0.0046,0.01201,0.03918,0.344,0.01997,0.02432,0.0336,0.05992,0.046725,20.345,0.57346,0.59657,0.28736
0.739998333056,0.01286,6.901e-05,0.00781,0.00668,0.02342,0.03927,0.345,0.02251,0.02038,0.0279,0.06752,0.037285,18.482,0.56184,0.7176,0.26926
0.433947324554,0.00236,1.318e-05,0.00115,0.00149,0.00346,0.02029,0.187,0.01054,0.01173,0.01409,0.03161,0.005883,25.119,0.40636,0.55597,0.13438
0.208826471079,0.00335,1.868e-05,0.00121,0.00165,0.00362,0.01635,0.137,0.0086,0.00988,0.01111,0.02581,0.006019,25.818,0.4677,0.71626,0.19148
0.435593432239,0.00759,8.095e-05,0.00299,0.00468,0.00896,0.04753,0.405,0.02577,0.0311,0.04238,0.07732,0.047996,16.558,0.72516,0.64931,0.32198
0.328825637606,0.00227,1.236e-05,0.00111,0.00122,0.00332,0.01893,0.165,0.01034,0.01053,0.01342,0.03101,0.003449,28.018,0.38474,0.54349,0.11061
0.335451741957,0.00545,4.748e-05,0.00223,0.00221,0.0067,0.02484,0.218,0.01297,0.01481,0.01818,0.03892,0.019363,22.159,0.59663,0.56336,0.25297
0.00204617436239,0.00276,1.926e-05,0.00138,0.00143,0.00414,0.0274,0.232,0.01436,0.01507,0.02082,0.04308,0.00407,26.213,0.35208,0.66152,0.12184
0.185260043341,0.00644,6.016e-05,0.00325,0.0028,0.00975,0.01843,0.17,0.00943,0.01045,0.01438,0.0283,0.014108,21.886,0.66813,0.7066,0.25348
0.632688781464,0.00306,1.371e-05,0.00118,0.00127,0.00354,0.00946,0.093,0.00356,0.0045,0.00856,0.01067,0.006325,28.557,0.3955,0.52092,0.16758
0.358913985664,0.00952,8.924e-05,0.00455,0.0058,0.01366,0.03989,0.53,0.01997,0.02578,0.03428,0.0599,0.037408,18.313,0.70223,0.77355,0.40057
0.509626604434,0.00465,4.645e-05,0.00244,0.00286,0.00731,0.01655,0.144,0.00815,0.01059,0.01615,0.02444,0.023427,17.551,0.63259,0.75224,0.22342
0.374291548591,0.00445,4.882e-05,0.0014,0.00223,0.00419,0.02725,0.229,0.01411,0.0174,0.02477,0.04232,0.016092,19.18,0.668,0.57652,0.18805
0.585660110018,0.00305,2.043e-05,0.00147,0.00161,0.00442,0.02365,0.208,0.0112,0.01346,0.02167,0.0336,0.008163,24.426,0.5379,0.6237,0.14607
0.370436739457,0.00311,1.429e-05,0.00137,0.00145,0.0041,0.02832,0.271,0.01373,0.01666,0.02566,0.04118,0.01428,25.207,0.3656,0.60146,0.16092
0.699970828471,0.00389,3.712e-05,0.00111,0.00145,0.00332,0.01426,0.129,0.00437,0.00681,0.01339,0.01311,0.008927,26.312,0.61042,0.7027,0.11759
0.582617936323,0.00851,7.719e-05,0.00302,0.00412,0.00905,0.03674,0.322,0.0151,0.02271,0.0387,0.04529,0.034955,17.748,0.65283,0.783,0.32615
0.632667944657,0.008,4.26e-05,0.00417,0.00423,0.01252,0.01329,0.225,0.00551,0.00649,0.01069,0.01652,0.060182,25.347,0.43478,0.5514,0.26728
0.845161693616,0.00751,8.583e-05,0.0038,0.00469,0.01141,0.04716,0.414,0.02598,0.02661,0.03487,0.07795,0.042757,16.894,0.66937,0.63423,0.36294
0.255438406401,0.00345,2.617e-05,0.00164,0.00193,0.00493,0.02697,0.232,0.01391,0.01454,0.01823,0.04173,0.013298,22.773,0.46989,0.72478,0.17354
0.371166027671,0.00613,6.953e-05,0.00196,0.00328,0.00587,0.02732,0.255,0.01173,0.01547,0.02509,0.03518,0.022147,18.809,0.66645,0.62623,0.24905
0.293132188698,0.00232,1.559e-05,0.00082,0.00105,0.00246,0.01056,0.094,0.00503,0.006,0.009,0.0151,0.003328,28.541,0.39708,0.58828,0.11044
0.408776462744,0.00898,6.98e-05,0.00299,0.00439,0.00896,0.0384,0.338,0.01284,0.02348,0.05365,0.03852,0.025541,18.434,0.54063,0.75737,0.30833
0.520920153359,0.03868,0.00022199,0.01841,0.02894,0.05522,0.20126,1.722,0.09031,0.1517,0.1319,0.27092,0.3635,5.952,0.77354,0.60625,0.50003
0.0936614435739,0.00405,2.305e-05,0.00208,0.0021,0.00623,0.01796,0.155,0.00971,0.01046,0.01208,0.02914,0.009166,23.847,0.48602,0.67357,0.12468
0.250041673612,0.00533,3.932e-05,0.00251,0.0025,0.00754,0.02274,0.208,0.01032,0.01092,0.02029,0.03095,0.03763,22.757,0.4583,0.66622,0.26012
0.47639189865,0.00282,1.218e-05,0.00141,0.00135,0.00423,0.0134,0.126,0.00679,0.00802,0.00934,0.02036,0.01247,27.619,0.52762,0.58166,0.16927
0.624312385398,0.00553,4.565e-05,0.00259,0.0023,0.00778,0.03512,0.307,0.01726,0.02215,0.02879,0.05179,0.026731,21.529,0.56256,0.63212,0.18805
0.990915152525,0.00538,4.052e-05,0.00214,0.00288,0.00641,0.03445,0.325,0.01572,0.01909,0.02991,0.04715,0.014356,21.076,0.52438,0.7244,0.23455
0.559301550258,0.00462,3.032e-05,0.00183,0.00225,0.00548,0.01914,0.224,0.00817,0.0118,0.0189,0.02452,0.028876,23.171,0.45258,0.63985,0.20351
0.674404067345,0.00391,2.986e-05,0.00171,0.00213,0.00512,0.02668,0.234,0.01272,0.01601,0.02346,0.03816,0.009129,22.879,0.4966,0.60305,0.18903
0.354996666111,0.00295,1.776e-05,0.00129,0.00182,0.00388,0.01908,0.182,0.00864,0.01195,0.02014,0.02592,0.00854,23.813,0.55625,0.55513,0.19186
0.187031171862,0.00605,4.362e-05,0.00261,0.00314,0.00783,0.02894,0.262,0.01555,0.01903,0.02241,0.04665,0.01863,23.293,0.45009,0.75193,0.13798
0.550675112519,0.00275,1.741e-05,0.00121,0.00162,0.00364,0.02683,0.245,0.01463,0.01552,0.02094,0.0439,0.010219,24.736,0.5773,0.57902,0.15778
0.346078513086,0.00516,5.088e-05,0.00252,0.0032,0.00757,0.03752,0.334,0.0172,0.0238,0.02677,0.0516,0.023851,20.71,0.66228,0.62393,0.24443
0.15108768128,0.00379,2.792e-05,0.002,0.00216,0.00601,0.04381,0.375,0.02433,0.02713,0.03422,0.07298,0.007581,22.593,0.50858,0.68771,0.16946
0.733913985664,0.00969,6.637e-05,0.0053,0.00563,0.01591,0.03889,0.378,0.01995,0.02451,0.02989,0.05985,0.06618,17.262,0.66185,0.624,0.29932
0.459118186364,0.00327,2.854e-05,0.00124,0.00166,0.00371,0.02069,0.179,0.00916,0.01154,0.0189,0.02749,0.007624,23.109,0.5952,0.59125,0.15825
0.266586097683,0.00234,1.861e-05,0.0012,0.00131,0.0036,0.01705,0.149,0.00944,0.01001,0.0142,0.02831,0.003505,26.237,0.35141,0.64751,0.083495
0.421861976996,0.00554,4.118e-05,0.0023,0.00296,0.00691,0.03033,0.286,0.01593,0.0184,0.01969,0.04778,0.055013,19.356,0.62345,0.58008,0.28517
0.398045507585,0.01581,0.00011837,0.0077,0.00721,0.02311,0.06152,0.587,0.03447,0.03348,0.0381,0.1034,0.1363,16.781,0.6529,0.71941,0.40648
0.411381063511,0.00608,4.042e-05,0.00299,0.00329,0.00896,0.03745,0.339,0.01944,0.02058,0.03058,0.05831,0.036587,19.388,0.59644,0.63911,0.26786
0.672799633272,0.00729,5.631e-05,0.00339,0.00309,0.01017,0.04512,0.41,0.02402,0.02819,0.03594,0.07205,0.047592,20.324,0.46697,0.65297,0.21789
0.0936614435739,0.00301,1.713e-05,0.00146,0.00156,0.00439,0.03275,0.264,0.01626,0.01892,0.02562,0.04877,0.013375,25.079,0.62622,0.65961,0.13369
0.451221036839,0.00286,1.585e-05,0.00125,0.0015,0.00376,0.02498,0.218,0.01267,0.01469,0.02273,0.03801,0.005482,24.877,0.39955,0.59034,0.13775
0.474495749292,0.00549,4.712e-05,0.00216,0.0024,0.00647,0.07108,0.639,0.03722,0.04751,0.05546,0.11166,0.056113,16.68,0.7172,0.66225,0.24276
0.362247874646,0.00336,2.615e-05,0.00144,0.0017,0.00431,0.02285,0.202,0.01141,0.01319,0.01782,0.03424,0.015664,23.433,0.47772,0.56479,0.17555
0.408776462744,0.00982,7.836e-05,0.00312,0.00505,0.00937,0.04277,0.383,0.01627,0.02351,0.05429,0.0488,0.020922,19.162,0.53525,0.77257,0.3526
0.370207534589,0.00391,2.142e-05,0.00213,0.00221,0.00638,0.02395,0.211,0.01284,0.01558,0.01954,0.03853,0.006001,22.864,0.4142,0.7185,0.15579
0.752292048675,0.00422,2.777e-05,0.00216,0.00222,0.00649,0.02937,0.278,0.01379,0.01514,0.02296,0.04137,0.010208,24.034,0.54985,0.61044,0.2021
0.354996666111,0.00434,2.693e-05,0.00181,0.00219,0.00542,0.02684,0.244,0.01403,0.01679,0.02222,0.0421,0.019579,23.738,0.55961,0.60686,0.1686
0.383897316219,0.0037,2.032e-05,0.00145,0.00166,0.00434,0.0247,0.216,0.00984,0.01306,0.02394,0.02953,0.010667,22.084,0.51691,0.62881,0.19637
0.508001333556,0.00562,4.624e-05,0.00251,0.00265,0.00752,0.04516,0.431,0.02297,0.02816,0.03617,0.06892,0.035112,19.85,0.71199,0.61108,0.20896
0.431134355726,0.00313,2.037e-05,0.00139,0.00185,0.00416,0.02564,0.238,0.01308,0.0166,0.02287,0.03923,0.009208,22.056,0.49832,0.56524,0.1797
0.539485747625,0.00384,3.457e-05,0.0018,0.00199,0.00539,0.01738,0.151,0.00944,0.00986,0.01429,0.02832,0.012797,21.661,0.61565,0.71551,0.15409
0.204929988331,0.00544,4.519e-05,0.00248,0.00272,0.00743,0.01376,0.121,0.00697,0.00806,0.01051,0.0209,0.023336,22.726,0.53931,0.6725,0.26064
0.782672112019,0.00463,1.981e-05,0.00241,0.0024,0.00724,0.02864,0.246,0.01386,0.01544,0.02675,0.04157,0.012235,22.894,0.6308,0.64347,0.22565
0.374291548591,0.00711,7.763e-05,0.00208,0.00296,0.00624,0.0257,0.244,0.01229,0.01457,0.02337,0.03688,0.029003,20.226,0.60173,0.5753,0.19895
0.225037506251,0.00254,1.378e-05,0.00103,0.0009,0.00308,0.02039,0.179,0.00758,0.01005,0.01845,0.02275,0.01031,30.204,0.51702,0.56932,0.02321
0.520920153359,0.01629,0.00012747,0.00808,0.01245,0.02425,0.18539,1.492,0.06278,0.07409,0.05298,0.18833,0.32015,9.764,0.72152,0.55998,0.37918
0.53223453909,0.00665,6.327e-05,0.00317,0.00391,0.0095,0.03938,0.345,0.01703,0.02577,0.05036,0.0511,0.015563,19.543,0.56689,0.77481,0.30342
0.0,0.00508,4.299e-05,0.00266,0.00276,0.00799,0.03277,0.288,0.01827,0.01873,0.02336,0.0548,0.01914,23.314,0.43363,0.65558,0.20947
0.390731788631,0.01071,0.00010525,0.00578,0.0052,0.01734,0.02916,0.257,0.01337,0.01618,0.0281,0.04011,0.0274,19.357,0.62624,0.72567,0.41635
0.809843307218,0.00251,1.12e-05,0.00136,0.00125,0.00408,0.01205,0.11,0.00606,0.00658,0.0098,0.01819,0.007978,25.306,0.35066,0.54649,0.075415
0.922299549925,0.0044,4.242e-05,0.00213,0.00248,0.00638,0.01926,0.165,0.00901,0.01157,0.01448,0.02703,0.021332,22.334,0.67428,0.59127,0.1989
0.412256209368,0.00802,6.898e-05,0.00415,0.00578,0.01244,0.03934,0.381,0.01785,0.02359,0.03778,0.05356,0.088884,17.215,0.72257,0.65145,0.32935
0.984872478746,0.00814,5.213e-05,0.00334,0.00404,0.01003,0.0382,0.377,0.01841,0.0219,0.03578,0.05522,0.028033,17.069,0.62887,0.75147,0.33377
0.528817302884,0.0044,2.151e-05,0.0023,0.00191,0.0069,0.02049,0.187,0.01009,0.01115,0.01392,0.03026,0.030819,23.617,0.57615,0.63346,0.22542
0.992457076179,0.00644,4.784e-05,0.0028,0.00373,0.0084,0.03851,0.347,0.01732,0.02423,0.03757,0.05196,0.0155,20.135,0.46476,0.77366,0.30116
0.520920153359,0.00642,2.948e-05,0.00276,0.00262,0.00827,0.0426,0.395,0.02359,0.02332,0.03642,0.07076,0.016428,20.109,0.62512,0.63192,0.27357
0.274754125688,0.01244,9.264e-05,0.00637,0.00641,0.01912,0.03263,0.362,0.01588,0.01767,0.02136,0.04765,0.098808,22.079,0.63204,0.57432,0.29477
0.411881146858,0.01005,7.713e-05,0.00546,0.00473,0.01638,0.04061,0.534,0.02285,0.02044,0.03003,0.06855,0.057661,20.605,0.6476,0.71982,0.35842
0.422153692282,0.00241,1.325e-05,0.00096,0.00131,0.00287,0.01424,0.12,0.00752,0.00897,0.01149,0.02257,0.005425,24.259,0.59302,0.58468,0.15677
0.875958493082,0.00382,3.408e-05,0.00159,0.0022,0.00476,0.02095,0.163,0.01012,0.01289,0.01744,0.03036,0.013617,21.987,0.67452,0.56763,0.20522
0.682155359227,0.00316,1.49e-05,0.00143,0.00158,0.00429,0.01929,0.186,0.00898,0.01083,0.01388,0.02695,0.012328,25.4,0.53101,0.58954,0.16782
0.302925487581,0.00543,3.668e-05,0.00288,0.00275,0.00864,0.02145,0.241,0.00908,0.01161,0.02073,0.02724,0.021756,22.277,0.58705,0.58754,0.17973
0.607059509918,0.00327,3.781e-05,0.0011,0.00157,0.00331,0.01282,0.115,0.00554,0.00689,0.00958,0.01663,0.016294,19.284,0.68184,0.72685,0.12177
0.387043673946,0.00587,3.827e-05,0.00288,0.00268,0.00864,0.03286,0.299,0.0167,0.01984,0.03363,0.05011,0.020062,19.776,0.52437,0.63671,0.2307
0.520920153359,0.00393,1.308e-05,0.00201,0.00193,0.00602,0.05579,0.498,0.0306,0.03493,0.04113,0.09181,0.022822,18.362,0.58261,0.52823,0.19044
0.402337889648,0.00379,3.222e-05,0.00146,0.00194,0.00437,0.02968,0.254,0.01371,0.01582,0.02871,0.04113,0.017354,22.145,0.5374,0.6702,0.16502
0.581221870312,0.00683,3.184e-05,0.00321,0.00264,0.00963,0.02444,0.266,0.0123,0.01301,0.01608,0.03691,0.032306,26.011,0.34869,0.52958,0.2216
0.514564927488,0.01174,9.771e-05,0.00445,0.00648,0.01336,0.04128,0.371,0.01831,0.02665,0.04166,0.05492,0.024661,17.174,0.60095,0.80788,0.42037
0.00204617436239,0.00413,3.228e-05,0.00183,0.00216,0.00548,0.041,0.362,0.02382,0.02058,0.02767,0.07147,0.019926,23.082,0.45323,0.67124,0.17367
0.671216036006,0.00511,3.914e-05,0.00268,0.00289,0.00804,0.05681,0.522,0.03263,0.03538,0.04075,0.09788,0.036217,18.331,0.5842,0.57765,0.21979
0.769711618603,0.00306,2.907e-05,0.00122,0.00154,0.00366,0.01773,0.154,0.00806,0.0106,0.01676,0.02418,0.0116,23.913,0.60736,0.69576,0.15426
0.591536089348,0.00476,2.31e-05,0.002,0.00256,0.00601,0.01252,0.168,0.00383,0.00511,0.01148,0.0115,0.04158,27.728,0.42588,0.52132,0.24907
0.429863310552,0.00372,3.032e-05,0.00113,0.0019,0.00338,0.02883,0.277,0.01403,0.01745,0.02781,0.04209,0.016578,23.268,0.65613,0.61494,0.16932
0.757501250208,0.00809,4.152e-05,0.00431,0.00476,0.01293,0.04218,0.594,0.02015,0.02114,0.03277,0.06044,0.056876,17.991,0.61404,0.6752,0.32259
0.383897316219,0.00382,2.135e-05,0.0018,0.00212,0.0054,0.02118,0.174,0.0102,0.01243,0.01795,0.03061,0.010058,21.385,0.586,0.63757,0.2141
0.348141356893,0.00532,2.933e-05,0.00301,0.00304,0.00903,0.03309,0.293,0.01662,0.02036,0.02783,0.04986,0.016096,19.202,0.57046,0.70543,0.19706
0.777171195199,0.00446,3.054e-05,0.00193,0.00215,0.00579,0.02772,0.241,0.01376,0.01644,0.02104,0.04128,0.020836,24.398,0.63721,0.62143,0.15333
0.596099349892,0.00167,7.68e-06,0.00094,0.001,0.00281,0.01385,0.121,0.00781,0.00853,0.00965,0.02342,0.001829,28.303,0.52632,0.60787,0.055354
0.345995165861,0.00692,7.208e-05,0.0022,0.00344,0.00661,0.03901,0.342,0.01783,0.02297,0.04039,0.0535,0.027769,19.172,0.66005,0.57965,0.26039
